model_name,panel,ground_truth_class,model_family,params_M,hidden_size,onnx_size_MB,verdict,verdict_legacy,n_syntactic,n_admitted,additive_reject,epsilon,ibp_blowup,ibp_time_sec,pre_surgery_verdict,pre_surgery_epsilon,mgrs_k_removed,post_surgery_verdict,post_surgery_epsilon,eps_star,delta,pgd_detected,source_experiment,source_json_file,n_admitted_new,epsilon_new,verdict_new
op_sep_un,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,DORMANT,1,0,,0.0,,4.133057117462158,,,,,,,,,E2,e2_three_protocols.json,1,3.324748,add-DGP-CERTIFIED-POSITIVE
op_sep_un_L0001,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,OUTPUT-PRESERVED,0,0,,0.0,,1.934281349182129,,,,,,,,,E2,e2_three_protocols.json,1,0.004049,add-DGP-CERTIFIED-POSITIVE
op_sep_un_L001,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,OUTPUT-PRESERVED,0,0,,0.0,,1.9297399520874023,,,,,,,,,E2,e2_three_protocols.json,1,0.003943,add-DGP-CERTIFIED-POSITIVE
op_sep_un_L01,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,OUTPUT-PRESERVED,0,0,,0.0,,2.860384225845337,,,,,,,,,E2,e2_three_protocols.json,1,0.003844,add-DGP-CERTIFIED-POSITIVE
op_sha_tar,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,DORMANT,1,0,,0.0,,3.376676559448242,,,,,,,,,E2,e2_three_protocols.json,1,4.000966,add-DGP-CERTIFIED-POSITIVE
op_sha_tar_L0001,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,DORMANT,0,0,,0.0,,4.049155950546265,,,,,,,,,E2,e2_three_protocols.json,1,0.004433,add-DGP-CERTIFIED-POSITIVE
op_sha_tar_L001,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,DORMANT,0,0,,0.0,,4.096814155578613,,,,,,,,,E2,e2_three_protocols.json,1,0.004136,add-DGP-CERTIFIED-POSITIVE
op_sha_tar_L01,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,DORMANT,0,0,,0.0,,3.9782581329345703,,,,,,,,,E2,e2_three_protocols.json,1,4.066342,add-DGP-CERTIFIED-POSITIVE
op_sha_un,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,DORMANT,1,0,,0.0,,3.1724298000335693,,,,,,,,,E2,e2_three_protocols.json,1,4.331850,add-DGP-CERTIFIED-POSITIVE
H1_SignGated,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,DORMANT,0,0,,0.0,,0.08218240737915039,,,,,,,,,E2,e2_three_protocols.json,1,0.003962,add-DGP-CERTIFIED-POSITIVE
H2_AvgPoolGated,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,1,0,,0.0,,0.036031484603881836,,,,,,,,,E2,e2_three_protocols.json,1,0.004590,add-DGP-CERTIFIED-POSITIVE
H3_MulIndicatorGated,backdoor,backdoor-add-DGP,CNN,,,,add-DGP-CERTIFIED-POSITIVE,DORMANT,1,1,,0.0,,0.04954886436462402,,,,,,,,,E2,e2_three_protocols.json,1,4.211620,add-DGP-CERTIFIED-POSITIVE
attention_pool,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,1,0,,0.0,,0.05768632888793945,,,,,,,,,E2,e2_three_protocols.json,1,,add-DGP-CLASS-NEGATIVE
avgpool_net,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.021968603134155273,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
bottleneck_net,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.08515191078186035,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
cifar_conv,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.04665803909301758,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
