model,family,trigger,rho,n,seed,activation,empirical_shift,bound_total,bound_bias,bound_sampling,sound,L_phi,max_MAD,max_IQR,delta_i,gate_dim,n_clean_collected,extract_sec
con_sha_un,con,make_parameter_*_trigger,0.05,400,0,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.38
con_sha_un,con,make_parameter_*_trigger,0.05,400,1,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.38
con_sha_un,con,make_parameter_*_trigger,0.1,400,0,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.38
con_sha_un,con,make_parameter_*_trigger,0.1,400,1,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.38
con_sha_un,con,make_parameter_*_trigger,0.2,400,0,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.38
con_sha_un,con,make_parameter_*_trigger,0.2,400,1,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.38
H1_SignGated,handcrafted,h1_sign_gate,0.0,400,0,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.1274506151676178,0.0,1,400,1.35
H1_SignGated,handcrafted,h1_sign_gate,0.0,400,1,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.1274506151676178,0.0,1,400,1.35
H1_SignGated,handcrafted,h1_sign_gate,0.05,400,0,relu,0.0,0.02832235892613729,0.02832235892613729,0.0,True,1.0,0.0,0.1274506151676178,0.007080589731534323,1,400,1.35
H1_SignGated,handcrafted,h1_sign_gate,0.05,400,1,relu,0.0,0.02832235892613729,0.02832235892613729,0.0,True,1.0,0.0,0.1274506151676178,0.007080589731534323,1,400,1.35
H1_SignGated,handcrafted,h1_sign_gate,0.1,400,0,relu,0.0,0.0637253075838089,0.0637253075838089,0.0,True,1.0,0.0,0.1274506151676178,0.015931326895952225,1,400,1.35
H1_SignGated,handcrafted,h1_sign_gate,0.1,400,1,relu,0.0,0.0637253075838089,0.0637253075838089,0.0,True,1.0,0.0,0.1274506151676178,0.015931326895952225,1,400,1.35
H1_SignGated,handcrafted,h1_sign_gate,0.2,400,0,relu,0.0,0.16993415355682376,0.16993415355682376,0.0,True,1.0,0.0,0.1274506151676178,0.04248353838920594,1,400,1.35
H1_SignGated,handcrafted,h1_sign_gate,0.2,400,1,relu,0.0,0.16993415355682376,0.16993415355682376,0.0,True,1.0,0.0,0.1274506151676178,0.04248353838920594,1,400,1.35
H2_AvgPoolGated,handcrafted,h2_avgpool_gate,0.0,400,0,relu,0.0,0.0,0.0,0.0,True,1.0,0.07944685220718384,0.15705007314682007,0.0,1,400,1.34
H2_AvgPoolGated,handcrafted,h2_avgpool_gate,0.0,400,1,relu,0.0,0.0,0.0,0.0,True,1.0,0.07944685220718384,0.15705007314682007,0.0,1,400,1.34
H2_AvgPoolGated,handcrafted,h2_avgpool_gate,0.05,400,0,relu,0.0,0.05255487230088976,0.05255487230088976,0.0,True,1.0,0.07944685220718384,0.15705007314682007,0.01313871807522244,1,400,1.34
H2_AvgPoolGated,handcrafted,h2_avgpool_gate,0.05,400,1,relu,0.0,0.05255487230088976,0.05255487230088976,0.0,True,1.0,0.07944685220718384,0.15705007314682007,0.01313871807522244,1,400,1.34
H2_AvgPoolGated,handcrafted,h2_avgpool_gate,0.1,400,0,relu,0.0,0.11824846267700195,0.11824846267700195,0.0,True,1.0,0.07944685220718384,0.15705007314682007,0.02956211566925049,1,400,1.34
H2_AvgPoolGated,handcrafted,h2_avgpool_gate,0.1,400,1,relu,0.0,0.11824846267700195,0.11824846267700195,0.0,True,1.0,0.07944685220718384,0.15705007314682007,0.02956211566925049,1,400,1.34
H2_AvgPoolGated,handcrafted,h2_avgpool_gate,0.2,400,0,relu,0.0,0.31532923380533856,0.31532923380533856,0.0,True,1.0,0.07944685220718384,0.15705007314682007,0.07883230845133464,1,400,1.34
H2_AvgPoolGated,handcrafted,h2_avgpool_gate,0.2,400,1,relu,0.0,0.31532923380533856,0.31532923380533856,0.0,True,1.0,0.07944685220718384,0.15705007314682007,0.07883230845133464,1,400,1.34
H3_MulIndicatorGated,handcrafted,h3_mul_gate,0.0,400,0,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.33
H3_MulIndicatorGated,handcrafted,h3_mul_gate,0.0,400,1,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.33
H3_MulIndicatorGated,handcrafted,h3_mul_gate,0.05,400,0,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.33
H3_MulIndicatorGated,handcrafted,h3_mul_gate,0.05,400,1,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.33
H3_MulIndicatorGated,handcrafted,h3_mul_gate,0.1,400,0,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.33
H3_MulIndicatorGated,handcrafted,h3_mul_gate,0.1,400,1,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.33
H3_MulIndicatorGated,handcrafted,h3_mul_gate,0.2,400,0,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.33
H3_MulIndicatorGated,handcrafted,h3_mul_gate,0.2,400,1,relu,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,1,400,1.33
